Theta,Phi,Psi,Px,Py,Pz,ActuatorLengths_1,ActuatorLengths_2,ActuatorLengths_3,ActuatorLengths_4,ActuatorLengths_5,ActuatorLengths_6
-45,45,15,1.5,-2.5,1.5,2.510213028,5.429136468,5.874684785,6.443635651,5.999299852,2.514010756
-45,45,15,1.5,-2.5,5.5,4.250364458,6.216503358,7.606456931,9.261693453,9.32338351,5.983415655
-45,45,15,1.5,-2.5,9.5,7.99907565,8.832494978,10.79151321,12.59198367,13.00721239,9.82173536
-45,45,15,1.5,-0.5,-2.5,4.877686146,5.854912148,4.697241439,4.638981835,5.051878276,3.915243502
-45,45,15,1.5,-0.5,1.5,1.593589707,3.764348424,4.115900912,5.925175945,6.405881175,3.59957235
-45,45,15,1.5,-0.5,5.5,3.680847724,4.671611293,6.65495993,9.002898893,9.553049291,6.704379413
-45,45,15,1.5,-0.5,9.5,7.506620797,7.898932433,10.12638329,12.72843391,13.11868579,10.40965895
-45,45,15,1.5,1.5,-2.5,5.391340602,5.296100088,3.507907707,4.566240587,6.336561275,5.346325361
-45,45,15,1.5,1.5,1.5,2.652958646,2.147451864,2.441233437,5.782739471,7.206084555,5.309319078
-45,45,15,1.5,1.5,5.5,4.232741964,3.83231441,5.670816522,8.962390993,10.08414679,7.787453007
-45,45,15,1.5,1.5,9.5,7.94101093,7.42707196,9.512031918,12.85094987,13.3535251,11.09673701
-45,45,45,-2.5,-2.5,-2.5,7.527317891,9.770411591,8.373412325,4.185196716,1.660657745,3.713267028
-45,45,45,-2.5,-2.5,1.5,6.218152516,8.688245867,7.882563199,5.642108662,4.288461417,3.332894768
-45,45,45,-2.5,-2.5,5.5,6.999464626,9.044804465,9.351282454,8.573535177,8.243398688,6.606761849
-45,45,45,-2.5,-2.5,9.5,9.651182916,11.32496598,12.19277929,12.47163267,12.02075684,10.15816824
-45,45,45,-2.5,-0.5,-2.5,7.703792503,8.849775582,6.540167879,2.25771045,3.071456832,5.185540705
-45,45,45,-2.5,-0.5,1.5,6.372419773,7.347504808,6.009096937,4.273503898,4.929316778,4.918332237
-45,45,45,-2.5,-0.5,5.5,6.996043316,8.187183726,7.81716153,7.888584724,8.257860207,7.406022604
-45,45,45,-2.5,-0.5,9.5,9.588789397,10.43733957,10.8284959,11.893165,12.2220393,11.04883233
-45,45,45,-2.5,1.5,-2.5,8.187602002,8.19250472,5.132340881,1.059741709,5.043596502,6.846339052
-45,45,45,-2.5,1.5,1.5,6.556497538,6.719618102,4.629270046,3.798386681,6.27312955,6.952822063
-45,45,45,-2.5,1.5,5.5,7.437451733,7.419730197,6.736535454,7.585705219,9.221221919,8.782585262
-45,45,45,-2.5,1.5,9.5,10.31361,9.913030738,10.05549627,11.62438223,12.72240512,11.66464192
-45,45,45,-0.5,-2.5,-2.5,6.315095616,8.776213769,7.89166725,5.064750998,3.493473176,3.2040113
-45,45,45,-0.5,-2.5,1.5,4.075812669,7.389980653,7.446803924,6.286878266,5.111666469,2.794313017
-45,45,45,-0.5,-2.5,5.5,5.332208332,7.906673887,9.100728874,9.221519204,8.712745924,6.16389291
-45,45,45,-0.5,-2.5,9.5,8.688617525,10.11491612,11.7905189,12.52968962,12.36334114,10.10449695
-45,45,45,-0.5,-0.5,-2.5,6.066583011,7.591344094,5.882837784,3.673019092,4.252794235,4.614548402
-45,45,45,-0.5,-0.5,1.5,4.28253605,5.849345481,5.258935577,4.966574266,5.840423643,4.568618695
-45,45,45,-0.5,-0.5,5.5,5.360605643,6.713382197,7.501776175,8.420837966,9.162090183,7.355064109
-45,45,45,-0.5,-0.5,9.5,8.45626973,9.162617357,10.84997035,12.06492539,12.33509165,10.58655803
-45,45,45,-0.5,1.5,-2.5,6.836399862,6.833079315,4.240667802,2.993721369,5.775978861,6.704410565
-45,45,45,-0.5,1.5,1.5,5.027472131,4.909241971,3.6085496,4.687460969,6.769472132,6.477786578
-45,45,45,-0.5,1.5,5.5,6.105323704,5.64750294,6.231913421,8.13022331,10.06978951,8.443515856
-45,45,45,-0.5,1.5,9.5,8.943480236,8.442506311,9.725722746,11.73093064,13.38033867,11.66120551
-45,45,45,1.5,-2.5,-2.5,5.062996306,8.26571131,7.890765467,6.457692946,5.690060769,3.565996479
-45,45,45,1.5,-2.5,1.5,2.317261819,6.267516372,7.406500107,7.228918036,6.788514725,3.298610882
-45,45,45,1.5,-2.5,5.5,4.058855159,7.010545223,8.970806551,10.01456057,9.477755831,6.511918239
-45,45,45,1.5,-2.5,9.5,7.661911491,9.201865286,11.71529193,13.13147914,12.85476648,10.2613958
-45,45,45,1.5,-0.5,-2.5,5.137331165,6.559376821,5.912180257,5.54931308,6.218619786,5.143529285
-45,45,45,1.5,-0.5,1.5,2.324132735,4.643587989,5.612074379,6.608785124,7.177454084,4.904711235
-45,45,45,1.5,-0.5,5.5,4.102353888,5.365701547,7.335752817,9.276658279,10.10622259,7.397761233
-45,45,45,1.5,-0.5,9.5,7.741527992,8.569604559,10.71317984,12.56534635,13.5226469,10.87194275
-45,45,45,1.5,1.5,-2.5,5.852815616,5.669858129,4.296806889,5.012313037,7.114960247,6.827577949
-45,45,45,1.5,1.5,1.5,3.568038787,3.090251789,3.549511651,6.233087547,8.376242384,6.848876521
-45,45,45,1.5,1.5,5.5,5.027411337,4.389347169,6.30094141,9.229007914,10.5359164,8.794323102
-45,45,45,1.5,1.5,9.5,8.048433922,7.823354746,9.716285721,12.44665445,13.77434938,11.45654737
-15,-45,-45,-2.5,-2.5,-2.5,7.222961165,6.90524859,6.273702117,4.872794488,4.371348818,6.573447086
-15,-45,-45,-2.5,-2.5,1.5,8.048030559,6.863167941,5.036247172,1.574190286,3.163160213,7.189005147
-15,-45,-45,-2.5,-2.5,5.5,10.33049897,8.908089555,6.283984007,3.715823868,5.761857386,9.576900739
-15,-45,-45,-2.5,-2.5,9.5,14.08021417,11.61927797,9.150572942,7.662609171,9.385737015,12.73487598
-15,-45,-45,-2.5,-0.5,-2.5,6.433447478,5.226335684,4.903357965,4.759649627,5.244235545,6.639601434
-15,-45,-45,-2.5,-0.5,1.5,7.300911816,5.08017838,3.032302333,1.521264495,4.361241237,7.356275893
-15,-45,-45,-2.5,-0.5,5.5,9.965694574,7.586061792,4.964044174,3.643338807,6.432012025,9.843193982
-15,-45,-45,-2.5,-0.5,9.5,13.18724999,11.00341452,8.393129703,7.528159086,9.629464316,12.49095376
-15,-45,-45,-2.5,1.5,-2.5,6.03126611,3.504956914,4.278726837,5.672063603,6.745940843,7.582924284
-15,-45,-45,-2.5,1.5,1.5,6.890216196,3.728330379,1.513098568,3.290009169,5.976600249,8.041261204
-15,-45,-45,-2.5,1.5,5.5,9.883918944,6.749926155,4.207197402,4.525178848,7.655475737,10.22036262
-15,-45,-45,-2.5,1.5,9.5,12.91681353,10.54234684,8.056583586,7.970000306,10.82032254,13.42857862
-15,-45,-45,-0.5,-2.5,-2.5,5.778020264,6.318539441,6.993484464,5.660835155,3.327129304,4.624199901
-15,-45,-45,-0.5,-2.5,1.5,6.742804054,6.428700062,5.829474362,3.242994677,1.700595976,5.265266978
-15,-45,-45,-0.5,-2.5,5.5,9.212022642,8.508144708,6.893036138,4.662588445,5.171025143,8.177179822
-15,-45,-45,-0.5,-2.5,9.5,13.10338184,11.94034822,9.790905392,7.900488331,9.16300192,11.846178
-15,-45,-45,-0.5,-0.5,-2.5,4.412328687,4.584350196,5.930436958,5.463285199,4.62624085,4.587788255
-15,-45,-45,-0.5,-0.5,1.5,5.597641042,4.733829575,4.298104297,3.199699902,3.384264166,5.629238389
-15,-45,-45,-0.5,-0.5,5.5,8.708706087,7.476192843,5.897499895,4.624203479,5.915178313,8.350690809
-15,-45,-45,-0.5,-0.5,9.5,12.27433434,10.83279861,9.193567757,7.995685316,9.419919972,11.78396407
-15,-45,-45,-0.5,1.5,-2.5,3.941983792,2.877402304,5.382946233,6.402245613,6.11440808,5.732949454
-15,-45,-45,-0.5,1.5,1.5,5.362677209,3.010688892,3.475123732,4.357518704,5.106099666,6.436831128
-15,-45,-45,-0.5,1.5,5.5,8.468548175,6.401932861,5.387718118,5.353320032,6.963753868,9.070253301
-15,-45,-45,-0.5,1.5,9.5,12.26494889,10.23963134,8.79477736,8.591767367,10.39200932,12.3554114
-15,-45,-45,1.5,-2.5,-2.5,4.51432792,6.664564244,8.184620718,6.947745549,3.501089484,2.54607808
-15,-45,-45,1.5,-2.5,1.5,5.702969285,6.630784055,7.209079675,5.134503734,1.834036816,3.906209194
-15,-45,-45,1.5,-2.5,5.5,8.761311309,8.909593201,8.329150859,6.212420552,5.158923396,7.416154322
-15,-45,-45,1.5,-2.5,9.5,12.85413359,11.91984845,10.71687542,9.017839312,9.199208522,11.33200703
-15,-45,-45,1.5,-0.5,-2.5,2.871083218,4.954295394,7.534798235,6.982092761,4.481887964,2.971230203
-15,-45,-45,1.5,-0.5,1.5,4.471323419,5.149732546,5.894884017,5.221673218,3.495777563,4.075317167
-15,-45,-45,1.5,-0.5,5.5,8.403310576,7.662414255,7.388943042,6.151750699,5.961224003,7.471916905
-15,-45,-45,1.5,-0.5,9.5,11.96805898,11.08547025,9.7044791,8.966280817,9.546565934,11.26753319
-15,-45,-45,1.5,1.5,-2.5,2.049463857,3.353726777,6.676449428,7.453270712,6.042100302,4.477034969
-15,-45,-45,1.5,1.5,1.5,4.111887261,3.469742441,5.482970979,5.922604752,5.396290496,5.357091728
-15,-45,-45,1.5,1.5,5.5,8.011933332,6.82498089,6.70164067,6.688526966,7.19030678,8.437552739
-15,-45,-45,1.5,1.5,9.5,11.55673941,10.37811905,9.788761037,9.53711953,10.26872596,11.81797455
-15,-45,-15,-2.5,-2.5,-2.5,6.240989629,5.885531102,5.626272036,5.000618809,3.775398427,5.441863538
-15,-45,-15,-2.5,-2.5,1.5,7.04367143,5.906780282,4.228281066,2.063656394,2.30332271,5.777136783
-15,-45,-15,-2.5,-2.5,5.5,9.835173975,8.194313556,5.867452519,3.931237298,5.456679768,8.948144649
-15,-45,-15,-2.5,-2.5,9.5,13.22015271,11.29476804,9.066249222,7.823730754,9.154032044,12.25246687
-15,-45,-15,-2.5,-0.5,-2.5,5.474281569,4.555301171,4.655071143,4.61085981,4.04592068,5.263731498
-15,-45,-15,-2.5,-0.5,1.5,6.514311038,4.482456799,2.26954035,0.779925672,2.947211828,6.06172203
-15,-45,-15,-2.5,-0.5,5.5,9.487441444,7.609767321,4.586284194,3.416993217,5.801960478,8.784138461
-15,-45,-15,-2.5,-0.5,9.5,12.73454067,11.0216423,8.227916884,7.417511129,9.478722134,12.38007334
-15,-45,-15,-2.5,1.5,-2.5,5.398026318,3.400461925,3.997736633,5.215017109,5.362960038,6.097766516
-15,-45,-15,-2.5,1.5,1.5,6.595781233,3.697686164,0.272133185,2.205493596,4.300736857,6.737669242
-15,-45,-15,-2.5,1.5,5.5,9.42117727,6.67734575,3.971403549,3.937184809,6.665989472,9.182713188
-15,-45,-15,-2.5,1.5,9.5,13.15126287,10.50797191,8.087306402,7.963294512,9.935417086,12.89265455
-15,-45,-15,-0.5,-2.5,-2.5,4.537927194,5.402711973,6.098518463,5.576931347,3.07743756,3.252714814
-15,-45,-15,-0.5,-2.5,1.5,5.730589455,5.365136393,4.628174257,3.122304914,0.962882404,4.391764301
-15,-45,-15,-0.5,-2.5,5.5,8.960858136,7.683824723,6.156979942,4.631058169,4.934279862,7.94854745
-15,-45,-15,-0.5,-2.5,9.5,12.37041261,11.17633661,9.395091678,8.142799548,8.624616411,11.40823767
-15,-45,-15,-0.5,-0.5,-2.5,3.58580496,3.503097913,5.114837809,5.270057089,3.644219692,3.492260955
-15,-45,-15,-0.5,-0.5,1.5,5.137994061,3.656691038,3.092589017,2.473132419,2.030505618,4.381838375
-15,-45,-15,-0.5,-0.5,5.5,8.587815809,6.51848215,4.968009793,4.180895628,5.233692543,8.028510959
-15,-45,-15,-0.5,-0.5,9.5,12.17943175,10.39598819,8.618764297,7.61887686,9.179105746,11.57571167
-15,-45,-15,-0.5,1.5,-2.5,3.576002532,2.226907659,4.459398353,5.442151623,4.864766838,4.645743511
-15,-45,-15,-0.5,1.5,1.5,5.031310918,2.460175735,2.068994639,3.37062854,3.86924988,5.424086012
-15,-45,-15,-0.5,1.5,5.5,8.621472001,6.326334729,4.429027649,4.707103478,6.100749343,8.106209407
-15,-45,-15,-0.5,1.5,9.5,12.29411833,9.861485402,7.942537824,8.032518005,9.917147051,12.1540376
-15,-45,-15,1.5,-2.5,-2.5,3.313175051,5.297267951,7.242214808,6.815108031,3.705222606,1.674149755
-15,-45,-15,1.5,-2.5,1.5,5.022015677,5.230745982,5.90174538,4.786644512,2.13096017,3.405060732
-15,-45,-15,1.5,-2.5,5.5,8.057783654,7.944221646,7.065411762,5.871700652,5.183077229,7.308837707
-15,-45,-15,1.5,-2.5,9.5,12.17923373,11.20586814,9.978823424,8.984484799,8.978247522,10.9670938
-15,-45,-15,1.5,-0.5,-2.5,1.851073838,3.673912294,6.297422017,6.404027972,3.942388849,1.843124982
-15,-45,-15,1.5,-0.5,1.5,3.977383826,3.742429285,4.622707869,4.515639327,2.761965085,3.332461608
-15,-45,-15,1.5,-0.5,5.5,7.992052114,7.024477619,6.117868205,5.681292393,5.48800855,7.300728278
-15,-45,-15,1.5,-0.5,9.5,12.17453299,10.75899092,9.122050339,8.47089114,9.29324857,11.1159402
-15,-45,-15,1.5,1.5,-2.5,1.773817095,2.415882112,5.768932462,6.922244048,5.237502033,3.555417776
-15,-45,-15,1.5,1.5,1.5,4.068501595,2.523448833,4.07805215,4.808458928,4.254012391,4.628195244
-15,-45,-15,1.5,1.5,5.5,7.887071983,6.089066276,5.708609014,6.00440962,6.361954958,7.697640435
-15,-45,-15,1.5,1.5,9.5,11.983929,9.882872536,9.020361856,9.001841705,9.575807514,11.53194337
-15,-45,15,-2.5,-2.5,-2.5,5.688306574,6.099113915,6.164161659,5.402026481,3.380718169,3.970068835
-15,-45,15,-2.5,-2.5,1.5,6.758463548,6.199744419,4.611113921,3.079501241,1.555690908,4.863694854
-15,-45,15,-2.5,-2.5,5.5,9.487367734,8.660869544,6.153788284,4.616168537,5.131400651,8.051520021
-15,-45,15,-2.5,-2.5,9.5,13.02509887,11.86567126,9.076216265,8.214498455,9.111548865,11.45194249
-15,-45,15,-2.5,-0.5,-2.5,5.565423829,5.104036693,5.070515718,4.726952167,3.44290211,4.223583549
-15,-45,15,-2.5,-0.5,1.5,6.384786439,5.007371808,2.875469238,1.338802477,1.565384162,5.086844666
-15,-45,15,-2.5,-0.5,5.5,9.267594148,7.882533405,4.798476495,3.645561157,5.033171257,8.245473817
-15,-45,15,-2.5,-0.5,9.5,12.55298677,11.3723865,8.14187912,7.506643612,9.073614048,11.60973929
-15,-45,15,-2.5,1.5,-2.5,5.741662383,4.631301588,4.178269667,4.737420956,4.182966627,5.100047573
-15,-45,15,-2.5,1.5,1.5,6.852399481,4.745261758,1.30032789,1.236008433,3.280113649,5.957824923
-15,-45,15,-2.5,1.5,5.5,9.587633458,7.643792471,4.085494254,3.567125659,5.842734935,8.792888264
-15,-45,15,-2.5,1.5,9.5,12.99744247,10.96282528,8.041415506,7.242996123,9.353754762,12.2452252
-15,-45,15,-0.5,-2.5,-2.5,3.999485568,4.991889134,6.365475598,5.887863818,3.482932112,2.081206819
-15,-45,15,-0.5,-2.5,1.5,5.365897667,4.952748572,4.615007726,4.005961887,1.795601405,3.454793096
-15,-45,15,-0.5,-2.5,5.5,8.720437196,7.633446429,6.28327129,5.073240996,5.085619262,7.060179009
-15,-45,15,-0.5,-2.5,9.5,12.27960226,11.25013273,9.135765313,8.27931716,9.000798358,11.15841579
-15,-45,15,-0.5,-0.5,-2.5,3.531250459,3.52101523,4.803367973,5.39162937,3.370386145,2.583262911
-15,-45,15,-0.5,-0.5,1.5,4.985332775,3.74449713,2.646687226,2.756794735,1.795973859,3.781757337
-15,-45,15,-0.5,-0.5,5.5,8.488448125,6.513177159,4.627126655,4.209916974,5.262954043,7.546060381
-15,-45,15,-0.5,-0.5,9.5,11.87013721,10.477336,8.297139039,7.876045565,9.36395132,11.12265508
-15,-45,15,-0.5,1.5,-2.5,4.162199197,2.868423063,4.104360198,5.370800709,4.516877812,4.114489537
-15,-45,15,-0.5,1.5,1.5,5.273495294,2.971752146,0.949783238,2.678328816,3.309927656,5.041658344
-15,-45,15,-0.5,1.5,5.5,8.758705428,6.432103814,4.116851489,4.335152999,5.892356193,8.047242064
-15,-45,15,-0.5,1.5,9.5,12.18363555,10.1151396,7.985308115,7.853859533,9.451217498,11.77459878
-15,-45,15,1.5,-2.5,-2.5,2.462575268,4.495126227,6.624365056,7.089803282,4.548528309,1.075304359
-15,-45,15,1.5,-2.5,1.5,4.382210928,4.387736947,5.382180002,5.472614627,3.441115429,3.057625655
-15,-45,15,1.5,-2.5,5.5,7.94202376,7.081596545,6.772854895,6.433234389,5.822169962,6.879648996
-15,-45,15,1.5,-2.5,9.5,11.79670281,10.97702873,9.72222494,9.222155076,9.633796493,11.37020143
-15,-45,15,1.5,-0.5,-2.5,1.457746272,2.801699437,5.525730028,6.420250036,4.588168743,1.844034977
-15,-45,15,1.5,-0.5,1.5,3.979531412,2.849943449,3.728103702,4.648267178,3.395148539,3.426004646
-15,-45,15,1.5,-0.5,5.5,7.706395706,6.527389538,5.518079432,5.647117099,5.869331116,7.161019441
-15,-45,15,1.5,-0.5,9.5,12.17891958,10.27606516,8.786223231,8.652230393,9.754259681,10.82574511
-15,-45,15,1.5,1.5,-2.5,2.586221516,1.898956538,4.912983083,6.559523347,5.263622069,3.71825084
-15,-45,15,1.5,1.5,1.5,4.401089614,2.043005101,2.849831952,4.638064125,4.509475195,4.637757627
-15,-45,15,1.5,1.5,5.5,8.022078295,6.150580527,4.919891188,5.631627143,6.435477885,7.923136323
-15,-45,15,1.5,1.5,9.5,11.95235507,10.33843359,8.236299781,8.618312029,9.99892404,11.57774089
-15,-45,45,-2.5,-2.5,-2.5,6.300611804,7.151751232,6.859636145,6.268607518,3.247268206,3.075096202
-15,-45,45,-2.5,-2.5,1.5,7.126766969,7.201439084,5.79480299,4.298731824,1.548339956,4.130678452
-15,-45,45,-2.5,-2.5,5.5,9.638197744,9.199514986,7.249026789,5.50037424,5.070963409,7.645700235
-15,-45,45,-2.5,-2.5,9.5,13.18766985,11.90385317,9.929024804,8.382347452,8.936382498,11.36968784
-15,-45,45,-2.5,-0.5,-2.5,5.800902516,6.239457696,5.827160898,5.14420368,3.277900059,3.842314299
-15,-45,45,-2.5,-0.5,1.5,6.951698226,6.29645485,4.062173273,2.313584846,1.514826778,4.817198853
-15,-45,45,-2.5,-0.5,5.5,9.738166645,8.440287575,5.797204689,4.067502731,5.104278888,7.998494229
-15,-45,45,-2.5,-0.5,9.5,13.29355581,12.04112575,8.893703278,7.779772266,9.095572701,11.65162071
-15,-45,45,-2.5,1.5,-2.5,6.932985564,5.904127536,4.781546383,4.734415541,4.338872332,5.347576865
-15,-45,45,-2.5,1.5,1.5,7.562302749,6.141786202,2.633458955,1.161471491,3.273293919,6.183514007
-15,-45,45,-2.5,1.5,5.5,10.40499309,8.326180698,4.912244712,3.577569123,5.609016654,8.61155031
-15,-45,45,-2.5,1.5,9.5,13.5489844,11.55637638,8.368625775,7.579515434,9.688809067,12.31405095
-15,-45,45,-0.5,-2.5,-2.5,4.149245556,5.962437808,6.798800413,6.757441677,4.178037642,1.328207449
-15,-45,45,-0.5,-2.5,1.5,5.495090741,5.722527246,5.303241715,4.930558576,3.042893248,3.235425058
-15,-45,45,-0.5,-2.5,5.5,8.838811105,8.46203317,6.635277308,6.171762264,5.703769482,7.043000928
-15,-45,45,-0.5,-2.5,9.5,12.24343329,11.61835163,9.767599772,8.644874137,9.528191871,11.2282379
-15,-45,45,-0.5,-0.5,-2.5,4.124149971,4.523553258,5.257343238,5.740692595,4.201837355,2.754364344
-15,-45,45,-0.5,-0.5,1.5,5.459088287,4.689502752,3.457467983,3.55520169,2.970657266,3.961999127
-15,-45,45,-0.5,-0.5,5.5,8.417334571,7.492175326,5.080740329,4.97596547,5.657323593,7.455398255
-15,-45,45,-0.5,-0.5,9.5,12.46416663,10.86232082,8.655947572,8.093187807,9.537312187,11.52551362
-15,-45,45,-0.5,1.5,-2.5,5.07168625,4.192642891,4.351473621,5.573434516,5.089155697,4.692518415
-15,-45,45,-0.5,1.5,1.5,6.100687934,4.239110275,1.495442322,3.026620384,4.108721378,5.446666245
-15,-45,45,-0.5,1.5,5.5,9.30366575,7.171786973,4.308826802,4.565239516,6.446973348,8.361867865
-15,-45,45,-0.5,1.5,9.5,12.67556846,10.62607447,8.152795661,8.373353125,9.789241837,11.92536548
-15,-45,45,1.5,-2.5,-2.5,2.300346867,4.596436165,7.166973833,7.785070449,5.760167603,1.607820887
-15,-45,45,1.5,-2.5,1.5,4.251295553,4.733800959,5.801827494,6.553773471,4.942235793,3.370662597
-15,-45,45,1.5,-2.5,5.5,7.758760384,7.461338805,6.836079242,7.253685732,6.932083159,7.059705433
-15,-45,45,1.5,-2.5,9.5,12.08751345,10.88211241,9.931657942,9.712976912,9.997069098,10.9733551
-15,-45,45,1.5,-0.5,-2.5,2.213059263,3.305911702,5.392905282,6.943663944,5.507073515,2.839972466
-15,-45,45,1.5,-0.5,1.5,4.058013186,3.361592734,3.916745243,5.327747624,4.76841071,4.000159576
-15,-45,45,1.5,-0.5,5.5,7.905715752,6.392068233,5.608318776,6.347799203,6.822010891,7.633058725
-15,-45,45,1.5,-0.5,9.5,11.90268239,10.35361635,8.878220598,9.114516935,10.0134079,11.58193785
-15,-45,45,1.5,1.5,-2.5,3.698021044,2.556086575,4.581963395,6.675464097,6.376035461,4.703205335
-15,-45,45,1.5,1.5,1.5,5.040922878,2.68905054,2.286889655,5.067042577,5.475200336,5.305993588
-15,-45,45,1.5,1.5,5.5,8.401918867,6.211767602,4.716665169,6.172580492,7.337397631,8.284241836
-15,-45,45,1.5,1.5,9.5,12.12390467,10.17169461,8.49005807,8.861447256,10.71200907,12.21269581
-15,-15,-45,-2.5,-2.5,-2.5,7.612796748,7.055935257,5.482066604,3.431173931,3.825087934,5.926265123
-15,-15,-45,-2.5,-2.5,1.5,7.466579615,6.713714225,4.244167824,0.958856074,3.535622797,6.63886839
-15,-15,-45,-2.5,-2.5,5.5,9.508124803,8.304506206,6.200052975,4.832686626,6.45625179,8.862104064
-15,-15,-45,-2.5,-2.5,9.5,12.39007134,11.63182472,9.492332595,8.5828671,10.24108293,12.18399813
-15,-15,-45,-2.5,-0.5,-2.5,6.478630182,5.445021803,4.273322284,3.72521729,4.921021342,6.072106169
-15,-15,-45,-2.5,-0.5,1.5,6.416455842,4.79645605,2.397786466,1.813555071,4.678165921,6.615448177
-15,-15,-45,-2.5,-0.5,5.5,8.594111729,7.049210316,5.016534721,5.127090091,7.245845608,8.977222066
-15,-15,-45,-2.5,-0.5,9.5,11.84094079,10.25104438,8.833396508,8.750463326,10.43850426,12.05793245
-15,-15,-45,-2.5,1.5,-2.5,5.896333954,4.07154765,3.660567461,4.80320255,6.155862778,6.824983364
-15,-15,-45,-2.5,1.5,1.5,6.100145142,3.253940027,0.980674054,3.589741164,6.259825504,7.083170687
-15,-15,-45,-2.5,1.5,5.5,8.467745548,6.023286679,4.391338518,5.88204369,8.393259659,9.496961611
-15,-15,-45,-2.5,1.5,9.5,11.89499725,9.884577735,8.660784385,9.726275076,11.73350914,12.505881
-15,-15,-45,-0.5,-2.5,-2.5,5.917022344,6.758801046,6.238828703,4.199413159,2.692501378,4.331958358
-15,-15,-45,-0.5,-2.5,1.5,6.072691701,6.277077113,5.03928679,2.566384006,2.357499274,4.692364743
-15,-15,-45,-0.5,-2.5,5.5,8.746933893,8.118882358,6.94930683,5.124347108,5.99330724,7.681922031
-15,-15,-45,-0.5,-2.5,9.5,12.13538407,11.17685744,10.147236,9.358727263,9.776168235,11.035361
-15,-15,-45,-0.5,-0.5,-2.5,4.689694732,4.961346189,5.027682149,4.333492749,4.022032357,4.340496784
-15,-15,-45,-0.5,-0.5,1.5,4.91450095,4.392518833,3.563433144,2.946170008,3.78835906,4.598362887
-15,-15,-45,-0.5,-0.5,5.5,7.453858375,6.541630066,5.696395023,5.587257223,6.918394677,7.68548674
-15,-15,-45,-0.5,-0.5,9.5,10.93792609,10.07347668,9.26284175,9.34932524,10.23580167,11.28526657
-15,-15,-45,-0.5,1.5,-2.5,3.973311437,3.546565546,4.566144413,5.386574759,5.702137819,5.29633756
-15,-15,-45,-0.5,1.5,1.5,4.133517628,2.526746174,2.863881604,4.41738072,5.593195617,5.643859992
-15,-15,-45,-0.5,1.5,5.5,7.180403074,5.613380405,5.301871631,6.259567373,7.773550745,8.5438536
-15,-15,-45,-0.5,1.5,9.5,11.15684513,9.63546854,9.003264219,9.865612142,11.17188786,11.84271713
-15,-15,-45,1.5,-2.5,-2.5,5.178395613,6.936710605,7.292407687,5.542722871,2.735137989,2.480508089
-15,-15,-45,1.5,-2.5,1.5,5.401887873,6.684821094,6.322624268,4.452370514,2.406927552,3.228085319
-15,-15,-45,1.5,-2.5,5.5,7.728749366,8.309335546,7.694950126,6.597990409,6.213499403,6.658890157
-15,-15,-45,1.5,-2.5,9.5,11.48974622,11.37232835,10.462929,9.960938653,9.747561196,10.39948491
-15,-15,-45,1.5,-0.5,-2.5,3.338291019,5.435744994,6.439263895,5.835757002,4.087060279,2.697198642
-15,-15,-45,1.5,-0.5,1.5,3.588775865,4.760659752,5.315598021,4.763428523,3.878879772,3.320795468
-15,-15,-45,1.5,-0.5,5.5,6.957122129,6.7636155,6.84371024,6.777065787,6.485339269,7.060673076
-15,-15,-45,1.5,-0.5,9.5,10.60061033,10.42116368,9.803798565,10.03991371,10.32957257,10.98996794
-15,-15,-45,1.5,1.5,-2.5,2.297776943,3.972309372,5.947892539,6.784422604,5.734325169,3.843177221
-15,-15,-45,1.5,1.5,1.5,2.798364291,3.176682657,4.868318173,5.787917442,5.680765292,4.413258329
-15,-15,-45,1.5,1.5,5.5,6.477291863,5.968321056,6.545571511,7.455827392,7.931800779,7.325422029
-15,-15,-45,1.5,1.5,9.5,10.58518751,9.714357127,9.727860234,10.14088818,11.06621479,11.1450734
-15,-15,-15,-2.5,-2.5,-2.5,5.979593251,6.172527641,5.512335862,3.823927964,3.221002585,4.726385727
-15,-15,-15,-2.5,-2.5,1.5,6.186140525,5.745720472,4.100385953,1.91677616,2.809036079,5.184096603
-15,-15,-15,-2.5,-2.5,5.5,8.716329874,7.623378038,5.997719398,5.162011343,6.265494755,7.874949338
-15,-15,-15,-2.5,-2.5,9.5,11.6142681,11.04208922,9.415721391,8.92985295,10.06971156,11.3435506
-15,-15,-15,-2.5,-0.5,-2.5,5.254289392,5.022345386,3.971231579,3.310446496,3.699126198,4.713244993
-15,-15,-15,-2.5,-0.5,1.5,5.378674784,4.167016558,2.183089397,0.831528612,3.437589682,5.226859391
-15,-15,-15,-2.5,-0.5,5.5,7.989669886,6.51094861,5.048252431,4.732466363,6.484900937,8.119583618
-15,-15,-15,-2.5,-0.5,9.5,11.31324477,10.02156754,8.745799478,8.699745444,9.959939097,11.56929065
-15,-15,-15,-2.5,1.5,-2.5,4.941182553,3.986102537,3.50191459,4.072318458,4.963549966,5.623102328
-15,-15,-15,-2.5,1.5,1.5,5.253607148,3.239604031,0.742012279,2.4280465,4.851435923,5.89953891
-15,-15,-15,-2.5,1.5,5.5,7.933900056,6.001865113,4.659324813,5.153751477,7.070944504,8.512903656
-15,-15,-15,-2.5,1.5,9.5,11.14248545,9.588945584,8.529433668,8.81898524,10.90765151,11.91638539
-15,-15,-15,-0.5,-2.5,-2.5,4.671995929,5.585897712,5.665380212,4.009267392,2.264981115,3.028704739
