Theta,Phi,Psi,Px,Py,Pz,ActuatorLengths_1,ActuatorLengths_2,ActuatorLengths_3,ActuatorLengths_4,ActuatorLengths_5,ActuatorLengths_6
-15,45,45,-2.5,1.5,5.5,7.537950459,7.470893436,6.84295897,7.704017411,7.626248415,7.313359702
-15,45,45,-2.5,1.5,9.5,9.730360676,10.17613598,10.89108374,11.76456827,11.61437126,10.22641472
-15,45,45,-0.5,-2.5,-2.5,6.13823644,7.391101474,6.537177372,4.965377844,3.597506561,3.286200026
-15,45,45,-0.5,-2.5,1.5,4.064104838,6.377385882,6.621227946,6.122621327,4.590010244,1.478023316
-15,45,45,-0.5,-2.5,5.5,5.364772566,7.460819752,8.670144503,9.09467363,7.789059592,4.925168159
-15,45,45,-0.5,-2.5,9.5,8.449936076,9.995010903,11.86474466,12.40533734,11.80421598,9.111717485
-15,45,45,-0.5,-0.5,-2.5,6.137614531,6.726504543,4.731678389,3.676947354,3.729096884,4.312601116
-15,45,45,-0.5,-0.5,1.5,4.120852434,5.070834195,4.613211242,5.165975114,4.775527564,3.266235838
-15,45,45,-0.5,-0.5,5.5,5.281882088,6.448628258,7.580628826,8.173947101,7.840835046,5.789092148
-15,45,45,-0.5,-0.5,9.5,8.530658374,9.294884108,10.84081732,12.31045292,11.41426772,9.618334504
-15,45,45,-0.5,1.5,-2.5,6.847397371,6.033253592,2.998390999,2.973536924,4.913825433,6.013339083
-15,45,45,-0.5,1.5,1.5,5.098544415,4.461065667,3.106205485,4.831722377,5.829597518,5.189338108
-15,45,45,-0.5,1.5,5.5,6.045106518,5.867053615,6.582855116,8.403024353,8.755269616,7.143732927
-15,45,45,-0.5,1.5,9.5,8.711035982,9.005666404,10.41546897,11.98697213,12.37641644,10.40567868
-15,45,45,1.5,-2.5,-2.5,5.011194873,6.658136391,6.606293671,6.601470945,5.466223071,3.796042037
-15,45,45,1.5,-2.5,1.5,2.25984772,5.167817642,6.421502891,7.338078156,6.091045286,2.316248145
-15,45,45,1.5,-2.5,5.5,4.051298816,6.452898122,8.90489083,10.32364836,8.875380398,5.403176161
-15,45,45,1.5,-2.5,9.5,7.458403706,9.752861386,11.73965908,13.3550196,12.23327191,9.23079686
-15,45,45,1.5,-0.5,-2.5,5.126475996,5.382241588,4.619695818,5.410401717,5.547651989,4.771697675
-15,45,45,1.5,-0.5,1.5,2.327846646,3.526664409,4.800919382,6.585247046,6.206446231,3.673036301
-15,45,45,1.5,-0.5,5.5,4.009750282,5.354377121,7.491543305,9.276642111,9.083668909,6.334946506
-15,45,45,1.5,-0.5,9.5,7.571393962,8.593470654,10.62757238,12.83692139,12.54256306,9.574012242
-15,45,45,1.5,1.5,-2.5,5.967938292,4.701471732,3.103163667,5.099051578,6.616252389,6.311490142
-15,45,45,1.5,1.5,1.5,3.745677637,2.409420602,3.174175527,6.204127882,7.114123434,5.492046777
-15,45,45,1.5,1.5,5.5,5.000527782,4.618614017,6.59406801,9.087213874,9.496481432,7.408319777
-15,45,45,1.5,1.5,9.5,8.252329233,8.057095536,10.31424115,12.42385719,12.82217912,10.33317966
15,-45,-45,-2.5,-2.5,-2.5,7.219334534,6.354918344,5.218184189,4.897187919,4.492205584,6.238700715
15,-45,-45,-2.5,-2.5,1.5,8.213907205,6.887398332,4.298535927,1.532813799,2.305286833,6.032146725
15,-45,-45,-2.5,-2.5,5.5,10.42265381,9.162277382,6.414532553,3.684931286,4.502645701,8.196531603
15,-45,-45,-2.5,-2.5,9.5,13.06189595,12.43313465,9.548939162,7.595761473,8.420914504,11.23663035
15,-45,-45,-2.5,-0.5,-2.5,6.151361107,4.532048622,3.783128338,4.933809159,5.340920254,6.039559048
15,-45,-45,-2.5,-0.5,1.5,7.208055157,5.307005024,2.298890375,1.564370368,3.215528223,6.121211887
15,-45,-45,-2.5,-0.5,5.5,9.816064013,8.417279043,5.441055156,3.735938839,5.199300263,8.327531994
15,-45,-45,-2.5,-0.5,9.5,13.12550871,11.67239198,9.333343245,7.400493866,8.340524752,11.45911198
15,-45,-45,-2.5,1.5,-2.5,6.157332252,3.329658171,3.141852133,5.618763346,6.448865547,6.745191246
15,-45,-45,-2.5,1.5,1.5,6.987077992,4.558420884,1.165448001,3.089695318,4.897577448,6.743349827
15,-45,-45,-2.5,1.5,5.5,9.780092499,7.681662287,4.95908467,4.602625739,6.222519019,9.157174755
15,-45,-45,-2.5,1.5,9.5,13.03605211,11.92798548,8.808741757,7.993348616,9.185952073,11.78299126
15,-45,-45,-0.5,-2.5,-2.5,5.754750092,5.68337322,5.617813676,5.613785445,4.037848172,4.340681352
15,-45,-45,-0.5,-2.5,1.5,6.630570756,6.471595723,4.754458235,3.238354443,0.494257525,4.307734305
15,-45,-45,-0.5,-2.5,5.5,9.321138226,9.179764446,6.847152048,4.652815777,3.899962613,7.074885346
15,-45,-45,-0.5,-2.5,9.5,12.99985309,12.32259014,10.23355808,8.182575608,7.85762472,10.61330043
15,-45,-45,-0.5,-0.5,-2.5,4.522256911,3.683713362,4.542320886,5.517048403,4.660511369,4.299075856
15,-45,-45,-0.5,-0.5,1.5,5.904103479,4.654170473,3.519600851,3.296308176,2.521077506,4.456258797
15,-45,-45,-0.5,-0.5,5.5,8.889384473,7.674687271,5.856565627,4.615764945,4.560815596,7.118671884
15,-45,-45,-0.5,-0.5,9.5,12.71665619,11.44621292,9.549523886,8.065393524,8.596538987,10.73686825
15,-45,-45,-0.5,1.5,-2.5,4.061101233,1.895988414,4.032393012,6.307627411,6.077715254,5.06738958
15,-45,-45,-0.5,1.5,1.5,5.420441991,3.430412252,2.867040396,4.237701263,4.492239629,5.204250451
15,-45,-45,-0.5,1.5,5.5,8.812789145,7.099863103,5.622044866,5.267547828,5.989515038,7.811189784
15,-45,-45,-0.5,1.5,9.5,12.07184442,11.12491352,9.502056573,8.74634414,9.134531831,11.4173452
15,-45,-45,1.5,-2.5,-2.5,4.476279619,5.596654937,6.86230054,6.681748233,4.38766765,2.724505173
15,-45,-45,1.5,-2.5,1.5,5.886675266,6.391072289,6.422322854,5.174843176,1.882898131,2.863390093
15,-45,-45,1.5,-2.5,5.5,8.705242457,9.016145212,7.817810488,5.958061835,4.421083515,6.3809927
15,-45,-45,1.5,-2.5,9.5,12.50648554,12.26695141,10.95004272,8.879636372,8.229318472,10.3917763
15,-45,-45,1.5,-0.5,-2.5,2.847702196,3.733638802,5.97151537,7.005160413,4.882692758,2.735871152
15,-45,-45,1.5,-0.5,1.5,4.605801798,4.788745405,5.13416861,5.16568672,3.034629676,2.864866999
15,-45,-45,1.5,-0.5,5.5,8.284797045,7.922480061,6.944863226,6.106280724,5.045464891,6.360239185
15,-45,-45,1.5,-0.5,9.5,12.29172795,11.54398554,10.19046238,9.212719677,8.574947662,10.36300381
15,-45,-45,1.5,1.5,-2.5,2.080778229,2.09820315,5.595066981,7.548021576,6.205232035,3.931479494
15,-45,-45,1.5,1.5,1.5,4.05668689,3.606574531,4.95481031,5.84807579,4.790426435,4.112746387
15,-45,-45,1.5,1.5,5.5,7.756191823,7.239768875,6.788679797,6.807277228,6.129279292,6.865770468
15,-45,-45,1.5,1.5,9.5,11.85199561,11.16147069,9.791135446,9.134355331,9.041474957,10.65144951
15,-45,-15,-2.5,-2.5,-2.5,6.304493207,6.069089784,5.035903184,4.867696082,4.279973889,4.684134059
15,-45,-15,-2.5,-2.5,1.5,7.217530774,6.61207552,4.173574212,2.163035536,1.290017358,4.803346065
15,-45,-15,-2.5,-2.5,5.5,9.497049721,8.970167629,6.313503026,3.937088254,4.194493834,7.752060207
15,-45,-15,-2.5,-2.5,9.5,12.80693954,12.16502667,9.76413214,7.534769136,7.928456375,11.13061003
15,-45,-15,-2.5,-0.5,-2.5,5.524322858,4.705302038,3.787511104,4.519652091,4.550910319,4.674289468
15,-45,-15,-2.5,-0.5,1.5,6.55463337,5.471179181,2.374920617,0.783459365,1.978934701,4.629362682
15,-45,-15,-2.5,-0.5,5.5,9.559681583,8.312655039,5.539816142,3.44365514,4.477026705,7.400793889
15,-45,-15,-2.5,-0.5,9.5,12.69799299,11.7989642,8.977980281,7.291124716,8.366790528,10.84889105
15,-45,-15,-2.5,1.5,-2.5,5.540727431,4.048035961,3.169436808,5.058245716,5.579184716,5.501917086
15,-45,-15,-2.5,1.5,1.5,6.663948795,4.853568165,1.234489978,2.247217588,3.886057051,5.542301051
15,-45,-15,-2.5,1.5,5.5,9.296661092,7.99700738,4.937158049,3.929480187,5.283194652,7.758767764
15,-45,-15,-2.5,1.5,9.5,12.86507743,11.55457978,9.151100855,7.434487327,8.670212018,11.41364143
15,-45,-15,-0.5,-2.5,-2.5,4.656633518,4.952117862,5.104080179,5.362370973,4.102757207,3.080048565
15,-45,-15,-0.5,-2.5,1.5,5.846493566,5.628459746,4.341707164,3.232893487,0.899178437,3.169993205
15,-45,-15,-0.5,-2.5,5.5,8.915440089,8.596688746,6.531401827,4.579818042,4.172694929,6.41006239
15,-45,-15,-0.5,-2.5,9.5,12.43335876,11.91174364,9.734609167,7.79543021,8.17041739,10.37581167
15,-45,-15,-0.5,-0.5,-2.5,3.619037248,3.269763062,3.815776276,5.199017855,4.462690355,3.058297092
15,-45,-15,-0.5,-0.5,1.5,5.154654777,4.400275465,2.538747713,2.506415045,1.72299414,3.191079517
15,-45,-15,-0.5,-0.5,5.5,8.299239396,7.847252309,5.338608295,4.250283852,4.448066307,6.396952744
15,-45,-15,-0.5,-0.5,9.5,12.40792042,11.5676134,9.230088358,7.744413979,8.127410881,10.51679226
15,-45,-15,-0.5,1.5,-2.5,3.560767142,2.082651764,3.467944561,5.767058087,5.535728695,4.238907066
15,-45,-15,-0.5,1.5,1.5,5.089744888,3.462577186,1.477130292,3.295807916,3.684133204,4.366899052
15,-45,-15,-0.5,1.5,5.5,8.591606611,7.335536554,5.004734183,4.627958937,5.429580353,7.069432458
15,-45,-15,-0.5,1.5,9.5,12.06998313,11.46482115,8.970671356,7.828664163,8.437557924,10.78878254
15,-45,-15,1.5,-2.5,-2.5,3.370711291,4.632410738,5.953378347,6.710420974,4.840165339,2.16173792
15,-45,-15,1.5,-2.5,1.5,4.770160055,5.395162938,5.15501533,4.921971928,2.833456535,2.363714756
15,-45,-15,1.5,-2.5,5.5,8.569579737,8.44816769,6.990745615,5.971455147,4.966287832,6.283629498
15,-45,-15,1.5,-2.5,9.5,12.12261228,11.65238349,10.05375119,8.781372431,8.521761831,10.03559255
15,-45,-15,1.5,-0.5,-2.5,1.782222447,2.801924697,4.818706367,6.523370378,5.182767864,2.123286083
15,-45,-15,1.5,-0.5,1.5,4.043481614,4.020239253,3.815011454,4.442377208,3.208404365,2.282012372
15,-45,-15,1.5,-0.5,5.5,7.739864665,7.655118685,6.146109647,5.630632172,5.047323187,6.01165912
15,-45,-15,1.5,-0.5,9.5,11.66467544,11.22460466,9.703497653,8.545081528,8.723902995,9.789510362
15,-45,-15,1.5,1.5,-2.5,1.787185729,1.123960703,4.49149434,6.743106027,6.223166643,3.545722839
15,-45,-15,1.5,1.5,1.5,3.994168773,3.118880863,3.353121257,4.839758966,4.318734321,3.652596525
15,-45,-15,1.5,1.5,5.5,7.848699972,7.24072839,5.820736251,5.961006265,6.077644319,6.720291876
15,-45,-15,1.5,1.5,9.5,11.55151796,11.00994981,9.180102417,8.932087075,8.998088821,10.25275836
15,-45,15,-2.5,-2.5,-2.5,5.807611872,6.75273098,6.070816688,5.604023429,4.156855511,3.492203864
15,-45,15,-2.5,-2.5,1.5,6.805186189,7.324020615,5.285984518,3.223320366,0.741974909,3.482067456
15,-45,15,-2.5,-2.5,5.5,9.471099872,9.555561778,7.042615121,4.47601231,4.150485339,6.737003493
15,-45,15,-2.5,-2.5,9.5,12.7837203,13.10329526,10.18361418,8.201033293,7.960228082,10.35218544
15,-45,15,-2.5,-0.5,-2.5,5.584561987,5.592201686,4.683640329,4.817990984,4.2479463,3.84927252
15,-45,15,-2.5,-0.5,1.5,6.314672889,6.253917913,3.681253981,1.323277941,1.263130211,4.038776828
15,-45,15,-2.5,-0.5,5.5,9.420574526,9.185949932,6.198161379,3.531743704,4.159928952,7.034020869
15,-45,15,-2.5,-0.5,9.5,13.11084762,12.3887973,9.503449604,7.462787985,7.883402644,10.54433463
15,-45,15,-2.5,1.5,-2.5,5.752062021,5.196838621,3.820439348,4.830152344,5.202550787,5.036469091
15,-45,15,-2.5,1.5,1.5,6.907718345,5.828984807,2.464872671,1.271993443,3.232176165,5.21687546
15,-45,15,-2.5,1.5,5.5,9.774624858,8.537657445,5.531045888,3.515168436,5.200703163,7.658811373
15,-45,15,-2.5,1.5,9.5,13.37366658,12.39534229,9.096457154,7.680591628,8.563579809,11.30326288
15,-45,15,-0.5,-2.5,-2.5,3.994115494,5.342197336,5.903940603,5.899520627,4.486863772,2.139540946
15,-45,15,-0.5,-2.5,1.5,5.175683488,6.1521168,4.998384356,3.862917672,2.212642208,2.24402013
15,-45,15,-0.5,-2.5,5.5,8.724226912,8.689222873,6.965838294,5.103228,4.621564515,6.187934409
15,-45,15,-0.5,-2.5,9.5,12.0361737,11.9888783,10.13710169,8.076242001,8.391918953,10.37338828
15,-45,15,-0.5,-0.5,-2.5,3.510292848,3.864845178,4.187650018,5.534170815,4.811399924,2.794834824
15,-45,15,-0.5,-0.5,1.5,5.075429692,4.989254277,2.961609903,2.73260882,2.422089699,2.897822412
15,-45,15,-0.5,-0.5,5.5,8.333976482,7.90449752,5.572146596,4.347458278,4.607056201,6.305278351
15,-45,15,-0.5,-0.5,9.5,11.84590125,11.41136454,9.453202937,7.797943602,8.413062264,10.49006583
15,-45,15,-0.5,1.5,-2.5,4.013336798,3.280586222,3.344936083,5.287061619,5.629827093,4.323630657
15,-45,15,-0.5,1.5,1.5,5.506337424,4.306490004,1.216456151,2.731253232,3.863590995,4.372988882
15,-45,15,-0.5,1.5,5.5,8.302426207,7.506306391,4.936988135,4.337253021,5.600646608,7.294109895
15,-45,15,-0.5,1.5,9.5,12.50544272,11.42376502,9.008895969,7.824961096,8.918390495,10.77998137
15,-45,15,1.5,-2.5,-2.5,2.503034417,4.378173253,6.242952829,7.071825259,5.671376224,2.191089204
15,-45,15,1.5,-2.5,1.5,4.358823346,5.453958047,5.151891383,5.468740681,4.094750987,2.41926102
15,-45,15,1.5,-2.5,5.5,7.9262003,8.183424489,7.379782379,6.395432701,5.865284041,6.291756045
15,-45,15,1.5,-2.5,9.5,11.91454533,12.14537274,10.27769225,9.223900543,8.748512084,9.94382961
15,-45,15,1.5,-0.5,-2.5,1.519499737,2.665232491,4.536422725,6.543030687,5.620033417,2.847093379
15,-45,15,1.5,-0.5,1.5,3.831275509,3.965075408,3.492045575,4.497095596,4.265716809,2.969657119
15,-45,15,1.5,-0.5,5.5,7.826164534,7.389809234,5.824223364,5.678523767,5.876868776,6.486030787
15,-45,15,1.5,-0.5,9.5,11.84059593,11.1394854,9.394594041,8.583999661,9.130590566,10.35641829
15,-45,15,1.5,1.5,-2.5,2.553995698,1.497908871,3.736143503,6.467464861,6.618111675,4.570324847
15,-45,15,1.5,1.5,1.5,4.512444933,3.209808084,2.159478632,4.563585269,5.234258095,4.33406775
15,-45,15,1.5,1.5,5.5,8.198480295,7.292263458,5.317411972,5.631359691,6.638491014,7.353626147
15,-45,15,1.5,1.5,9.5,11.86406437,10.98935133,9.182799459,8.93847426,9.292549532,11.14837795
15,-45,45,-2.5,-2.5,-2.5,5.908022128,7.822468356,7.516018802,6.307795511,4.212865542,3.080317366
15,-45,45,-2.5,-2.5,1.5,6.982824016,8.222626584,6.96687312,4.136204804,1.408266919,3.310783659
15,-45,45,-2.5,-2.5,5.5,9.806673936,10.55534833,8.47074275,5.351967757,4.121620615,6.630708849
15,-45,45,-2.5,-2.5,9.5,13.11881371,13.53724675,11.33950398,8.48005272,8.013350894,10.16387893
15,-45,45,-2.5,-0.5,-2.5,6.160683176,7.045927217,5.923966507,5.141717287,4.557996572,4.247668465
15,-45,45,-2.5,-0.5,1.5,7.054338525,7.706885203,5.215155556,2.306362217,2.1590128,4.293483223
15,-45,45,-2.5,-0.5,5.5,9.634634051,9.826025653,7.059498716,4.013417587,4.39307368,7.270446106
15,-45,45,-2.5,-0.5,9.5,13.01944658,13.01399721,10.33757173,7.72076778,8.247519634,10.84189405
15,-45,45,-2.5,1.5,-2.5,6.780329745,6.403165233,4.748878836,4.776089858,5.636955777,5.73963222
15,-45,45,-2.5,1.5,1.5,7.769035075,6.954650938,3.808515378,1.164323466,3.873675453,6.054626696
15,-45,45,-2.5,1.5,5.5,9.923233263,9.580226423,6.151240897,3.555151234,5.484890843,8.311467747
15,-45,45,-2.5,1.5,9.5,13.1993942,12.81762548,9.516113405,7.469624982,8.74164763,11.59998715
15,-45,45,-0.5,-2.5,-2.5,4.106510094,6.349939436,6.672114076,6.861964625,5.416870079,2.213086581
15,-45,45,-0.5,-2.5,1.5,5.619217948,7.033824384,6.184088013,5.045395442,3.356962152,2.408974506
15,-45,45,-0.5,-2.5,5.5,8.541036451,9.51098017,7.951127309,6.047321414,5.23400397,6.149224577
15,-45,45,-0.5,-2.5,9.5,12.02710961,12.8138112,10.6887189,9.078620011,8.60694001,10.29652046
15,-45,45,-0.5,-0.5,-2.5,4.259446033,5.159512043,5.183314635,5.970054506,5.531841122,3.684269712
15,-45,45,-0.5,-0.5,1.5,5.500626514,5.86099774,4.403832466,3.630650301,3.809718336,3.74280976
15,-45,45,-0.5,-0.5,5.5,8.875395413,8.732249259,6.149342831,4.926164661,5.564428407,6.813404161
15,-45,45,-0.5,-0.5,9.5,12.19734393,12.2479005,10.108373,8.31403628,8.815087741,10.654865
15,-45,45,-0.5,1.5,-2.5,5.057637261,4.498323283,3.87866269,5.508495088,6.465953536,5.545374607
15,-45,45,-0.5,1.5,1.5,6.026764775,5.303416989,2.432054305,3.068569635,4.767548375,5.53937037
15,-45,45,-0.5,1.5,5.5,9.27582382,8.363098079,5.557633262,4.517248456,6.28895408,7.724229904
15,-45,45,-0.5,1.5,9.5,13.2070028,11.94137704,9.372364965,8.036285026,9.319236957,11.26084516
15,-45,45,1.5,-2.5,-2.5,2.172483121,5.20727196,6.917688872,7.809597954,6.801322129,2.925999211
15,-45,45,1.5,-2.5,1.5,4.220145137,5.909061137,6.39548592,6.424579558,5.402731996,3.036362788
15,-45,45,1.5,-2.5,5.5,7.926758762,8.858168453,7.978490735,7.245483092,6.558189031,6.469238952
15,-45,45,1.5,-2.5,9.5,12.01533077,12.11997935,10.95825808,9.872982425,10.13997275,10.19520621
15,-45,45,1.5,-0.5,-2.5,2.260196523,3.64538407,5.153632808,7.117964625,6.945687272,4.098189682
15,-45,45,1.5,-0.5,1.5,4.252861226,4.657920426,4.36986281,5.343768412,5.539422371,4.140653835
15,-45,45,1.5,-0.5,5.5,8.035096004,7.874392902,6.563176528,6.283036017,6.618329222,7.102562143
15,-45,45,1.5,-0.5,9.5,11.95798323,11.81180678,9.595344361,9.180018592,9.765140769,10.73411729
15,-45,45,1.5,1.5,-2.5,3.618699372,2.714677427,3.849004263,6.831421285,7.691057077,5.602846842
15,-45,45,1.5,1.5,1.5,5.147555118,3.993873419,2.580331882,5.013996654,6.323577282,5.881794237
15,-45,45,1.5,1.5,5.5,8.576819823,7.293199643,5.357496377,5.974136216,7.609039454,8.333896064
15,-45,45,1.5,1.5,9.5,12.28177202,11.28854718,9.109115986,8.922234368,10.35980452,11.33419895
15,-15,-45,-2.5,-2.5,-2.5,7.3339858,6.588942892,4.647795321,3.424520581,4.396973348,6.478409376
15,-15,-45,-2.5,-2.5,1.5,7.375095373,6.729047406,4.288405624,0.956820005,2.894313348,5.843144955
15,-15,-45,-2.5,-2.5,5.5,9.262768793,9.091854333,6.767667243,4.892101499,5.233660531,7.855234793
15,-15,-45,-2.5,-2.5,9.5,12.62940136,12.19162384,10.26509715,8.523551605,9.046796948,10.85069084
15,-15,-45,-2.5,-0.5,-2.5,6.370373703,4.778831033,2.860828786,3.586079813,5.401809694,6.355312294
15,-15,-45,-2.5,-0.5,1.5,6.634319723,5.274293234,2.591451459,1.841325833,4.086610447,5.690854358
15,-15,-45,-2.5,-0.5,5.5,8.727111315,7.981663392,6.024261777,4.840587374,5.890260092,7.776936944
15,-15,-45,-2.5,-0.5,9.5,11.79832354,11.32943802,9.973923532,9.256759032,9.393231779,10.99463554
15,-15,-45,-2.5,1.5,-2.5,5.691437793,3.284327558,2.282950475,4.895052786,6.657331299,6.904257145
15,-15,-45,-2.5,1.5,1.5,6.01780598,4.096016771,1.901844974,3.629640143,5.680534774,6.555179448
15,-15,-45,-2.5,1.5,5.5,8.340941894,7.386290987,5.915431327,5.984616687,7.000031743,8.055822591
15,-15,-45,-2.5,1.5,9.5,11.44977144,11.15849839,9.777608556,9.727388254,10.1453819,11.19949573
15,-15,-45,-0.5,-2.5,-2.5,5.942075227,6.273897611,5.305526489,4.129323332,3.695664894,4.658082461
15,-15,-45,-0.5,-2.5,1.5,6.109770396,6.556799344,5.112440655,2.666161462,1.281395167,3.913561013
15,-15,-45,-0.5,-2.5,5.5,8.627365106,8.869288043,7.352880844,5.322762589,4.602426057,6.4648193
15,-15,-45,-0.5,-2.5,9.5,11.78397752,12.08197617,10.75740693,9.258894252,8.749025387,10.07574535
15,-15,-45,-0.5,-0.5,-2.5,4.628944712,4.331306652,3.919510823,4.353170875,4.664541045,4.72516489
15,-15,-45,-0.5,-0.5,1.5,4.848603457,4.755192843,3.687546929,2.99945898,2.967206101,4.030415909
15,-15,-45,-0.5,-0.5,5.5,7.730215661,7.513732108,6.340378846,5.695483774,5.400946122,6.536264479
15,-15,-45,-0.5,-0.5,9.5,11.24612867,11.33851666,10.48830816,9.26569414,8.734040075,10.07949075
15,-15,-45,-0.5,1.5,-2.5,3.874202361,2.472366146,3.46532713,5.447445381,6.070449092,5.355536423
15,-15,-45,-0.5,1.5,1.5,4.095807922,3.279957558,3.169032829,4.406408767,5.110905251,4.718301355
15,-15,-45,-0.5,1.5,5.5,7.047764263,6.812002467,6.405482073,6.30382917,6.619843697,7.066308914
15,-15,-45,-0.5,1.5,9.5,10.91117239,10.82240066,10.22568852,9.900965229,9.545969685,10.36732901
15,-15,-45,1.5,-2.5,-2.5,5.107539467,6.178435709,6.46704453,5.643885668,3.797980948,3.388246032
15,-15,-45,1.5,-2.5,1.5,5.238948423,6.767279571,6.189423545,4.446489736,1.734485696,2.336762283
15,-15,-45,1.5,-2.5,5.5,8.066319258,9.132183552,8.444784943,6.518889611,4.647234603,5.592522547
15,-15,-45,1.5,-2.5,9.5,11.37052265,12.32364824,11.31287141,9.818728232,8.865309602,9.357413009
15,-15,-45,1.5,-0.5,-2.5,3.407998778,4.552756081,5.3989407,5.774481692,4.814096107,3.199118037
15,-15,-45,1.5,-0.5,1.5,3.849950062,5.105125194,5.412850916,4.836175901,3.254088406,2.192656328
15,-15,-45,1.5,-0.5,5.5,6.873725527,7.889173466,7.874642497,6.561077161,5.686078623,5.462655695
15,-15,-45,1.5,-0.5,9.5,10.82997672,11.36652311,10.61271091,10.32825497,8.879073763,9.313591632
15,-15,-45,1.5,1.5,-2.5,2.301479845,2.944091813,5.159135951,6.604295797,6.44957465,4.430164136
15,-15,-45,1.5,1.5,1.5,2.799037214,3.576885967,5.040337482,5.719467789,5.126831634,3.587330717
15,-15,-45,1.5,1.5,5.5,6.336535861,6.745488062,7.338888075,7.293226777,6.896505769,6.181504247
15,-15,-45,1.5,1.5,9.5,10.6422568,10.75330286,10.91553097,10.50180048,9.960900737,9.662606958
15,-15,-15,-2.5,-2.5,-2.5,5.97525087,5.844000455,4.618115475,3.707585113,3.983031741,5.005349435
15,-15,-15,-2.5,-2.5,1.5,6.063398177,6.086470142,4.405583042,1.907904415,1.987395081,4.341584813
15,-15,-15,-2.5,-2.5,5.5,8.708894804,8.45816081,7.289443982,5.061123428,4.67454447,6.797336785
15,-15,-15,-2.5,-2.5,9.5,11.32258628,12.03478956,10.98078555,8.877716035,8.743187457,10.26490003
15,-15,-15,-2.5,-0.5,-2.5,5.128383805,4.459330297,3.110795734,3.347870448,4.293991887,5.03172059
15,-15,-15,-2.5,-0.5,1.5,5.344635812,4.800517123,2.812960188,0.801664726,2.529957034,4.272142179
15,-15,-15,-2.5,-0.5,5.5,7.834423305,7.851906909,6.167891782,4.838177582,5.228894673,6.660193226
15,-15,-15,-2.5,-0.5,9.5,11.11170871,11.33036575,9.945515344,8.910402264,8.732795286,10.41545705
15,-15,-15,-2.5,1.5,-2.5,5.084273975,3.549840037,2.390861639,3.918378431,5.462210887,5.764252122
15,-15,-15,-2.5,1.5,1.5,5.148242744,4.095375159,1.960822178,2.399047663,4.276751122,5.042886553
15,-15,-15,-2.5,1.5,5.5,7.782259975,7.248074785,5.615074489,5.014008745,5.943545451,7.390313459
15,-15,-15,-2.5,1.5,9.5,11.63103321,10.89718693,9.730595292,9.040696865,9.567716006,10.68687605
15,-15,-15,-0.5,-2.5,-2.5,4.754414459,5.121439535,4.60651133,4.24333391,3.49054574,3.561419234
15,-15,-15,-0.5,-2.5,1.5,4.872568077,5.504462803,4.495227992,2.545695087,0.533282578,2.569908839
15,-15,-15,-0.5,-2.5,5.5,7.355056376,8.252801225,6.982997366,5.163020695,4.507153999,5.703447859
15,-15,-15,-0.5,-2.5,9.5,10.87007087,11.66332882,10.67681065,9.134474704,8.38111359,9.468317308
15,-15,-15,-0.5,-0.5,-2.5,3.414460699,3.30698535,3.209320516,3.801434487,3.902128818,3.558330943
15,-15,-15,-0.5,-0.5,1.5,3.735966407,3.971352283,2.847495301,1.894145106,1.778399095,2.578208296
15,-15,-15,-0.5,-0.5,5.5,7.156245849,7.277867646,6.247865515,5.027248051,4.741664833,5.834911014
15,-15,-15,-0.5,-0.5,9.5,10.90046777,10.62312539,9.827509051,8.836765513,8.853012742,9.583635111
15,-15,-15,-0.5,1.5,-2.5,3.362354363,1.963917203,2.506236019,4.278518366,4.985791508,4.592405012
15,-15,-15,-0.5,1.5,1.5,3.61343735,2.83310784,2.048137031,2.874093466,3.799086563,3.778444225
15,-15,-15,-0.5,1.5,5.5,6.941788392,6.64111208,5.838934481,5.421207538,5.739803154,6.307700563
15,-15,-15,-0.5,1.5,9.5,10.48863853,10.49746632,9.715979052,8.935983275,8.981937672,9.412146396
15,-15,-15,1.5,-2.5,-2.5,3.778982227,4.952531239,5.533786057,5.20909553,4.189989305,2.961317088
15,-15,-15,1.5,-2.5,1.5,4.128770011,5.466457082,5.385432637,4.131057199,2.151596219,1.556814553
15,-15,-15,1.5,-2.5,5.5,6.940332909,8.35916822,7.488090635,6.304059829,4.952528366,5.397880825
15,-15,-15,1.5,-2.5,9.5,10.76061509,11.53378215,11.10031428,9.58551079,8.762684207,9.514030836
15,-15,-15,1.5,-0.5,-2.5,2.264656418,3.192960763,4.276065448,5.066072309,4.34129731,2.94876786
15,-15,-15,1.5,-0.5,1.5,2.75934811,3.835064605,4.080978004,3.840157235,2.88497733,1.61060612
15,-15,-15,1.5,-0.5,5.5,6.377285497,7.142388752,6.750903725,6.007038674,5.023180399,5.241917897
15,-15,-15,1.5,-0.5,9.5,10.47271338,11.00975637,10.19584792,9.560351783,8.924371202,9.453364638
15,-15,-15,1.5,1.5,-2.5,2.012788065,1.829821945,3.752278047,5.318907216,5.586670602,4.12524461
15,-15,-15,1.5,1.5,1.5,2.479514528,2.770289908,3.517244004,4.230210819,4.229027238,3.211375049
15,-15,-15,1.5,1.5,5.5,6.394501599,6.544387434,6.40158747,6.29054997,6.275799347,6.058402524
15,-15,-15,1.5,1.5,9.5,10.35231384,10.73796285,10.38254455,9.638042808,9.217399477,9.473711873
15,-15,15,-2.5,-2.5,-2.5,5.383606741,6.235039826,5.629733143,4.592656948,3.698450436,3.931904424
